smsa,year,total_units,private_total,private_1_unit,private_2_units,private_3_4_units,private_5plus_units,public_units,private_structures,total_valuation,private_valuation,private_1_unit_val,private_2_units_val,private_3_4_units_val,private_5plus_units_val,public_valuation,states,primary_state,adoption_year,event_year,treat
"GREAT FALLS, MONT",1974,215,215,135,4,0,76,0,6,4503,4503,3596,96,0,811,0,MT,MT,1971,3,1
"GREEN BAY, WIS",1974,1955,1955,739,238,56,922,0,29,36930,36930,21243,4051,816,10820,0,WI,WI,1972,2,1
"GREENSBORO-WINSTON-SALEM-HIGH POINT, NC",1974,3665,3605,2569,46,34,956,60,102,73242,72348,59562,361,343,12082,894,NC,NC,1971,3,1
"GREENVILLE-SPARTANBURG, SC",1974,3295,3295,2637,78,44,536,0,25,73179,73179,66404,841,614,5320,0,SC,SC,Inf,-Inf,0
"HAMILTON-MIDDLETOWN, OHIO",1974,1726,1726,1242,16,69,399,0,38,41535,41535,34281,227,975,6052,0,OH,OH,Inf,-Inf,0
"HARRISBURG, PA",1974,2704,2704,1431,38,30,1205,0,76,54086,54086,39831,670,299,13286,0,PA,PA,Inf,-Inf,0
"HARTFORD, CONN",1974,3494,3494,1921,88,236,1249,0,79,66557,66557,49502,1301,3877,11876,0,CT,CT,1973,1,1
"HONOLULU, HAWAII",1974,13935,12829,1594,188,421,10626,1106,261,373342,336151,61213,4662,12015,258261,37191,HI,HI,1974,0,1
"HOUSTON, TEX",1974,9675,9675,3651,38,102,5884,0,403,182789,182789,123181,549,2177,56882,0,TX,TX,Inf,-Inf,0
"HUNTINGTON-ASHLAND, WVA-KY-OHIO",1974,366,366,346,2,0,18,0,3,7626,7626,7437,15,0,175,0,WV-KY-OH,WV,Inf,-Inf,0
"HUNTSVILLE, ALA",1974,1214,1164,613,0,107,444,50,44,16332,15420,10824,0,1177,3419,912,AL,AL,Inf,-Inf,0
"INDIANAPOLIS, IND",1974,6716,6716,3316,128,111,3161,0,128,150463,150463,102296,1675,1719,44774,0,IN,IN,1972,2,1
"JACKSON, MICH",1974,679,679,636,8,11,24,0,3,14140,14140,13624,102,145,270,0,MI,MI,Inf,-Inf,0
"JACKSON, MISS",1974,2394,2394,1039,50,43,1262,0,143,39753,39753,26096,726,533,12398,0,MS,MS,Inf,-Inf,0
"JACKSONVILLE, FLA",1974,7440,7231,2916,32,55,4228,209,334,129834,125597,71767,656,538,52636,4237,FL,FL,Inf,-Inf,0
"JERSEY CITY, NJ",1974,2457,2457,37,242,0,2178,0,16,36526,36526,687,3619,0,32220,0,NJ,NJ,1989,-15,0
"JOHNSTOWN, PA",1974,245,245,201,12,3,29,0,2,5063,5063,4531,172,20,340,0,PA,PA,Inf,-Inf,0
"KALAMAZOO-PORTAGE, MICH",1974,1298,1298,692,82,48,476,0,28,27460,27460,19742,1150,822,5747,0,MI,MI,Inf,-Inf,0
"KANSAS CITY, MO-KANS",1974,5689,5689,4310,416,267,696,0,62,132565,132565,110285,6825,4859,10596,0,MO-KS,MO,Inf,-Inf,0
"KENOSHA, WIS",1974,740,740,358,60,6,316,0,17,14292,14292,9911,951,95,3335,0,WI,WI,1972,2,1
"KILLEEN-TEMPLE, TEX",1974,1488,1488,638,34,23,793,0,27,24775,24775,16520,396,224,7635,0,TX,TX,Inf,-Inf,0
"KINGSPORT-BRISTOL, TENN-VA",1974,779,779,611,2,20,146,0,20,17283,17283,13895,25,286,3077,0,TN-VA,TN,1973,1,1
"KNOXVILLE, TENN",1974,2169,2142,1670,58,83,331,27,39,42288,41505,33650,798,1016,6041,783,TN,TN,Inf,-Inf,0
"LACROSSE, WIS",1974,469,429,306,34,24,65,40,8,11436,10135,8874,378,315,568,1301,WI,WI,1972,2,1
"LAFAYETTE-WEST LAFAYETTE, IND",1974,331,331,303,12,0,16,0,2,7943,7943,7668,115,0,160,0,IN,IN,1972,2,1
"LAFAYETTE, LA",1974,311,311,311,0,0,0,0,0,7329,7329,7329,0,0,0,0,LA,LA,Inf,-Inf,0
"LAKE CHARLES, LA",1974,428,360,230,6,0,124,68,16,9088,7889,6820,68,0,1000,1199,LA,LA,Inf,-Inf,0
"LAKELAND-WINTER HAVEN, FLA",1974,889,889,340,102,27,420,0,39,14910,14910,8414,1193,234,5070,0,FL,FL,Inf,-Inf,0
"LANCASTER, PA",1974,1886,1886,1415,20,10,441,0,37,46607,46607,40564,437,76,5531,0,PA,PA,Inf,-Inf,0
"LANSING-EAST LANSING, MICH",1974,2452,2452,1495,132,20,805,0,60,53726,53726,39002,2500,343,11882,0,MI,MI,Inf,-Inf,0
"LAREDO, TEX",1974,97,97,97,0,0,0,0,0,861,861,861,0,0,0,0,TX,TX,Inf,-Inf,0
"LAS VEGAS, NEV",1974,3745,3745,2372,12,15,1346,0,84,104379,104379,74746,190,180,29263,0,NV,NV,Inf,-Inf,0
"LAWRENCE-HAVERHILL, MASS-NH",1974,686,686,609,62,3,12,0,1,17611,17611,16570,927,18,96,0,MA-NH,MA,1977,-3,0
"LAWTON, OKLA",1974,176,176,102,2,0,72,0,6,3303,3303,2897,6,0,400,0,OK,OK,Inf,-Inf,0
"LEWISTON-AUBURN, MAINE",1974,335,335,328,0,7,0,0,0,6024,6024,5932,0,92,0,0,MN,MN,1973,1,1
"LEXINGTON-FAYETTE, KY",1974,2223,2223,1574,112,7,530,0,30,52804,52804,45548,1592,161,5502,0,KY,KY,Inf,-Inf,0
"LIMA, OHIO",1974,685,685,477,34,61,113,0,13,15926,15926,12727,530,1363,1305,0,OH,OH,Inf,-Inf,0
"LINCOLN, NEBR",1974,1235,1235,683,44,87,421,0,41,16297,16297,10550,549,1182,4016,0,NE,NE,Inf,-Inf,0
"LITTLE ROCK-NORTH LITTLE ROCK, ARK",1974,1878,1709,1257,64,8,380,169,18,48545,45591,40816,1118,85,3571,2954,AR,AR,Inf,-Inf,0
"LONG BRANCH-ASBURY PARK, NJ",1974,1483,1483,967,2,0,514,0,43,46118,46118,36615,28,0,9474,0,NJ,NJ,1989,-15,0
"LORAIN-ELYRIA, OHIO",1974,1078,1078,803,48,35,192,0,12,27397,27397,24087,730,452,2128,0,OH,OH,Inf,-Inf,0
"LOS ANGELES-LONG BEACH, CALIF",1974,20127,20127,5988,446,1126,12567,0,928,560346,560346,217180,10285,22934,309947,0,CA,CA,1970,4,1
"LOUISVILLE, KY-IND",1974,4763,4599,3206,48,79,1266,164,94,114374,110830,90613,824,1007,18387,3544,KY-IN,KY,1972,2,1
"LOWELL, MASS-NH",1974,1154,1154,493,12,4,645,0,44,20034,20034,11896,129,32,7978,0,MA-NH,MA,1977,-3,0
"LUBBOCK, TEX",1974,1781,1781,934,74,0,773,0,38,39594,39594,30712,1537,0,7346,0,TX,TX,Inf,-Inf,0
"LYNCHBURG, VA",1974,1132,1132,853,32,11,236,0,6,25840,25840,21784,416,118,3523,0,VA,VA,1973,1,1
"MCALLEN-PHARR-EDINBURG, TEX",1974,1428,1428,793,70,83,482,0,27,21445,21445,14606,1122,957,4761,0,TX,TX,Inf,-Inf,0
"MACON, GA",1974,1335,1335,1020,14,35,266,0,25,24823,24823,21519,156,596,2553,0,GA,GA,1991,-17,0
"MADISON, WIS",1974,2613,2613,1260,172,50,1131,0,60,51461,51461,34766,2749,841,13105,0,WI,WI,1972,2,1
"MANCHESTER, NH",1974,1557,1557,479,48,4,1026,0,87,27212,27212,13890,744,40,12539,0,NH,NH,Inf,-Inf,0
"MANSFIELD, OHIO",1974,870,870,390,58,18,404,0,33,17906,17906,12066,958,300,4581,0,OH,OH,Inf,-Inf,0
"MELBOURNE-TITUSVILLE-COCOA, FLA",1974,3638,3638,1335,42,6,2255,0,74,106431,106431,40317,768,93,65254,0,FL,FL,Inf,-Inf,0
"MEMPHIS, TENN-ARK-MISS",1974,3905,3905,3187,208,11,499,0,56,92796,92796,83169,2653,121,6854,0,TN-AR-MS,TN,Inf,-Inf,0
"MERIDEN, CONN",1974,172,172,71,8,12,81,0,7,3006,3006,1580,109,160,1157,0,CT,CT,1973,1,1
"MIAMI, FLA",1974,19086,18902,5754,724,468,11956,184,336,429286,424895,158388,11002,9882,245622,4391,FL,FL,Inf,-Inf,0
"MIDLAND, TEX",1974,179,179,137,42,0,0,0,0,6401,6401,5626,775,0,0,0,TX,TX,Inf,-Inf,0
"MILWAUKEE, WIS",1974,6110,6110,3445,352,256,2057,0,99,143677,143677,106467,7350,5600,24260,0,WI,WI,1972,2,1
"MINNEAPOLIS-ST PAUL, MN-WI",1974,12263,11911,8384,180,86,3261,352,93,321191,313918,257467,4366,1718,50367,7273,MN-WI,MN,1972,2,1
"MOBILE, ALA",1974,2415,2281,980,4,51,1246,134,111,30191,28221,16103,28,512,11578,1970,AL,AL,Inf,-Inf,0
"MODESTO, CALIF",1974,2236,2236,1861,138,30,207,0,15,47005,47005,42005,2116,331,2552,0,CA,CA,1970,4,1
"MONROE, LA",1974,388,388,110,0,4,274,0,28,6425,6425,3488,0,25,2912,0,LA,LA,Inf,-Inf,0
"MONTGOMERY, ALA",1974,1358,1358,1236,4,4,114,0,16,27789,27789,26480,90,128,1091,0,AL,AL,Inf,-Inf,0
"MUNCIE, IND",1974,266,266,249,6,3,8,0,1,7672,7672,7485,87,30,70,0,IN,IN,1972,2,1
"MUSKEGON-NORTON SHORES-MUSKEGON HEIGHTS, MICH",1974,723,723,501,22,12,188,0,4,11796,11796,10290,243,227,1036,0,MI,MI,Inf,-Inf,0
"NASHUA, NH",1974,842,842,514,8,6,314,0,16,19300,19300,16779,185,120,2216,0,NH,NH,Inf,-Inf,0
"NASHVILLE-DAVIDSON, TENN",1974,5859,5859,2310,208,34,3307,0,49,95200,95200,51662,2184,270,41084,0,TN,TN,Inf,-Inf,0
"NEW YORK, NY-NJ",1974,29847,29847,11064,2046,273,16464,0,326,658020,658020,257060,37168,3472,360320,0,NY-NJ,NY,1975,-1,0
"NEWARK, NJ",1974,4089,4089,2023,176,19,1871,0,85,100082,100082,67009,2724,388,29961,0,NJ,NJ,1989,-15,0
"NEW BEDFORD, MASS",1974,480,480,400,24,4,52,0,5,10869,10869,10010,395,50,415,0,MA,MA,1977,-3,0
"NEW BRITAIN, CONN",1974,550,550,265,68,8,209,0,5,8512,8512,5894,820,37,1761,0,CT,CT,1973,1,1
"NEW BRUNSWICK-PERTH AMBOY-SAYREVILLE, NJ",1974,1272,1272,939,54,0,279,0,15,27353,27353,23324,1072,0,2958,0,NJ,NJ,1989,-15,0
"NEW HAVEN-WEST HAVEN, CONN",1974,1521,1521,907,86,52,476,0,32,30716,30716,23439,1135,700,5442,0,CT,CT,1973,1,1
"NEW LONDON-GROTON-NORWICH, CONN",1974,1251,1251,762,20,42,427,0,33,25681,25681,20469,247,327,4638,0,CT,CT,1973,1,1
"NEW ORLEANS, LA",1974,4986,4786,3407,228,152,999,200,26,124139,118111,100934,3723,1702,11752,6029,LA,LA,Inf,-Inf,0
"NEWPORT NEWS-HAMPTON, VA",1974,1768,1268,942,130,163,33,500,4,40617,29854,25269,675,3370,540,10763,VA,VA,1973,1,1
"NORFOLK-VIRGINIA BEACH-PORTSMOUTH, VA-NC",1974,4773,4773,2616,134,27,1996,0,230,114046,114046,74028,1579,309,38131,0,VA-NC,VA,1971,3,1
"NORTHEAST PENNSYLVANIA, PA",1974,2666,2567,2043,2,32,490,99,13,56314,53855,46318,22,1112,6403,2459,PA,PA,Inf,-Inf,0
"NORWALK, CONN",1974,369,369,215,14,4,136,0,8,12531,12531,10123,263,52,2093,0,CT,CT,1973,1,1
"ODESSA, TEX",1974,361,361,181,16,12,152,0,11,7401,7401,5531,360,110,1400,0,TX,TX,Inf,-Inf,0
"OKLAHOMA CITY, OKLA",1974,4350,4260,3463,82,27,688,90,41,106986,105440,97701,1906,263,5570,1546,OK,OK,Inf,-Inf,0
"OMAHA, NEBR-IOWA",1974,3182,3182,1686,46,24,1426,0,55,37004,37004,24555,427,296,11726,0,NE-IA,NE,Inf,-Inf,0
"ORLANDO, FLA",1974,6109,5809,3368,142,118,2181,300,127,112191,105673,73331,1598,2079,28665,6518,FL,FL,Inf,-Inf,0
"OWENSBORO, KY",1974,405,405,381,0,4,20,0,3,8064,8064,7871,0,42,152,0,KY,KY,Inf,-Inf,0
"OXNARD-SIMI VALLEY- VENTURA, CALIF",1974,2696,2696,1808,166,132,590,0,56,75607,75607,58514,4139,3134,9820,0,CA,CA,1970,4,1
"PARKERSBURG-MARIETTA, WVA-OHIO",1974,209,209,149,12,16,32,0,5,4779,4779,4104,141,201,333,0,WV-OH,WV,Inf,-Inf,0
"PATERSON-CLIFTON-PASSAIC, NJ",1974,647,647,335,48,0,264,0,4,15353,15353,9088,845,0,5420,0,NJ,NJ,1989,-15,0
"PENSACOLA, FLA",1974,1682,1557,1391,48,44,74,125,6,39298,36081,33390,925,751,1015,3216,FL,FL,Inf,-Inf,0
"PEORIA, ILL",1974,1959,1959,1257,148,80,474,0,35,48066,48066,38628,2673,1154,5611,0,IL,IL,Inf,-Inf,0
"PETERSBURG-COLONIAL HEIGHTS-HOPEWELL, VA",1974,1010,1010,645,30,130,205,0,19,16625,16625,13029,216,1250,2130,0,VA,VA,1973,1,1
"PHILADELPHIA, PA-NJ",1974,16661,16661,10334,318,149,5860,0,270,358847,358847,260277,4650,3086,90833,0,PA-NJ,PA,1989,-15,0
"PHOENIX, ARIZ",1974,20765,20765,12508,382,377,7498,0,313,324421,324421,228884,6501,5334,83703,0,AZ,AZ,Inf,-Inf,0
"PINE BLUFF, ARK",1974,108,108,71,4,15,18,0,2,1710,1710,1103,56,443,108,0,AR,AR,Inf,-Inf,0
"PITTSBURGH, PA",1974,6827,6827,4468,68,65,2226,0,113,145262,145262,114970,965,774,28552,0,PA,PA,Inf,-Inf,0
"PITTSFIELD, MASS",1974,352,352,229,8,40,75,0,7,8328,8328,6513,105,230,1480,0,MA,MA,1977,-3,0
"PORTLAND, MAINE",1974,830,830,578,22,22,208,0,9,19719,19719,15264,371,308,3775,0,MN,MN,1973,1,1
"PORTLAND, OREG-WASH",1974,9116,9109,6161,628,602,1718,7,166,201683,201503,163697,8681,8043,21082,180,OR-WA,OR,1971,3,1
"POUGHKEEPSIE, NY",1974,1704,1704,940,2,9,753,0,14,42991,42991,25853,30,138,16970,0,NY,NY,1975,-1,0
"PROVIDENCE-PAWTUCKET-WARWICK, RI-MASS",1974,3249,3249,2262,110,38,839,0,74,64376,64376,53340,1439,574,9023,0,RI-MA,RI,1977,-3,0
"PROVO-OREM, UTAH",1974,1736,1736,1258,124,190,164,0,13,37365,37365,30639,1628,2388,2711,0,UT,UT,Inf,-Inf,0
"PUEBLO, COLO",1974,1024,1024,608,22,0,394,0,8,15033,15033,12893,244,0,1896,0,CO,CO,Inf,-Inf,0
"RACINE, WIS",1974,613,613,379,76,4,154,0,8,13870,13870,11003,1189,45,1633,0,WI,WI,1972,2,1
"RALEIGH-DURHAM, NC",1974,3251,3201,2368,90,148,595,50,72,74286,73286,63237,1163,2296,6589,1000,NC,NC,1971,3,1
"READING, PA",1974,1006,1006,803,10,7,186,0,16,24955,24955,22288,175,132,2360,0,PA,PA,Inf,-Inf,0
"RENO, NEV",1974,1168,1123,622,34,12,455,45,41,30150,29372,23538,629,321,4884,778,NV,NV,Inf,-Inf,0
"RICHLAND-KENNEWICK-PASCO, WASH",1974,1631,1631,868,68,259,436,0,32,35286,35286,25872,1101,3023,5290,0,WA,WA,1971,3,1
"RICHMOND, VA",1974,5766,5766,3400,6,410,1950,0,191,91495,91495,73475,107,3332,14581,0,VA,VA,1973,1,1
"RIVERSIDE-SAN BERNARDINO-ONTARIO, CALIF",1974,8219,8019,6790,134,305,790,200,67,213173,208231,190561,2171,4868,10631,4942,CA,CA,1970,4,1
"ROANOKE, VA",1974,1329,1329,936,86,0,307,0,19,28858,28858,25785,810,0,2262,0,VA,VA,1973,1,1
"ROCHESTER, MINN",1974,892,892,463,8,0,421,0,15,21143,21143,15486,128,0,5528,0,MN,MN,1973,1,1
"ROCHESTER, NY",1974,4766,4766,3356,230,159,1021,0,104,106418,106418,87806,3639,2132,12841,0,NY,NY,1975,-1,0
"ROCKFORD, ILL",1974,1369,1369,1040,38,28,263,0,16,28959,28959,25264,624,341,2730,0,IL,IL,Inf,-Inf,0
"SACRAMENTO, CALIF",1974,8835,8835,5786,654,295,2100,0,168,170617,170617,135101,9888,4472,21156,0,CA,CA,1970,4,1
"SAGINAW, MICH",1974,1183,1183,802,32,31,318,0,43,24905,24905,20619,414,365,3507,0,MI,MI,Inf,-Inf,0
"ST CLOUD, MINN",1974,1089,1089,633,12,0,444,0,18,23937,23937,16618,174,0,7145,0,MN,MN,1973,1,1
"ST JOSEPH, MO",1974,200,200,165,12,7,16,0,3,3750,3750,3410,105,130,105,0,MO,MO,Inf,-Inf,0
"ST LOUIS, MO-ILL",1974,7932,7932,5360,74,146,2352,0,144,167094,167094,134925,1269,2627,28273,0,MO-IL,MO,Inf,-Inf,0
"SALEM, OREG",1974,1733,1671,1371,122,109,69,62,9,36980,35430,31344,2017,1422,648,1550,OR,OR,Inf,-Inf,0
"SALINAS-SEASIDE-MONTEREY, CALIF",1974,1556,1556,1085,46,79,346,0,33,45596,45596,38109,1022,1764,4701,0,CA,CA,1970,4,1
"SALT LAKE CITY-OGDEN, UTAH",1974,8353,8353,5781,354,320,1898,0,112,167806,167806,128079,5500,4848,29379,0,UT,UT,Inf,-Inf,0
"SAN ANGELO, TEX",1974,423,423,170,4,0,249,0,12,5111,5111,3367,82,0,1662,0,TX,TX,Inf,-Inf,0
"SAN ANTONIO, TEX",1974,6568,6568,2395,146,23,4004,0,98,82524,82524,49832,1150,225,31316,0,TX,TX,Inf,-Inf,0
"SAN DIEGO, CALIF",1974,16066,14941,7409,628,744,6160,1125,457,397915,368932,219498,12246,18619,118568,28983,CA,CA,1970,4,1
"SAN FRANCISCO-OAKLAND, CALIF",1974,11985,11985,7870,414,514,3187,0,250,388420,388420,298556,10005,11893,67966,0,CA,CA,1970,4,1
"SAN JOSE, CALIF",1974,9038,9038,5824,124,443,2647,0,233,236292,236292,183345,2839,8838,41271,0,CA,CA,1970,4,1
"SANTA BARBARA-SANTA MARIA-LOMPOC, CALIF",1974,1610,1610,759,30,46,775,0,71,41344,41344,28494,623,842,11385,0,CA,CA,1970,4,1
"SANTA CRUZ, CALIF",1974,1120,1120,1029,28,39,24,0,3,30916,30916,29483,451,631,351,0,CA,CA,1970,4,1
"SANTA ROSA, CALIF",1974,3689,3689,2355,134,297,903,0,74,87994,87994,68543,2472,4831,12149,0,CA,CA,1970,4,1
"SARASOTA, FLA",1974,3417,3417,1382,174,127,1734,0,93,75913,75913,33451,2655,2001,37806,0,FL,FL,Inf,-Inf,0
"SAVANNAH, GA",1974,1127,1127,675,4,16,432,0,5,24781,24781,20509,80,152,4040,0,GA,GA,1991,-17,0
"SEATTLE-EVERETT, WASH",1974,8021,8021,5599,120,220,2082,0,110,215903,215903,172558,2170,4445,36730,0,WA,WA,1971,3,1
"SHERMAN-DENISON, TEX",1974,273,273,111,2,8,152,0,1,4059,4059,2691,18,50,1300,0,TX,TX,Inf,-Inf,0
"SHREVEPORT, LA",1974,1940,1940,1005,0,3,932,0,28,40548,40548,30137,0,50,10361,0,LA,LA,Inf,-Inf,0
"SIOUX CITY, IOWA-NEBR",1974,490,490,314,32,82,62,0,7,8315,8315,6337,460,792,726,0,IA-NE,IA,Inf,-Inf,0
"SIOUX FALLS, SDAK",1974,563,563,274,24,24,241,0,19,9924,9924,6521,337,342,2724,0,SD,SD,1974,0,1
"SOUTH BEND, IND",1974,1306,1306,782,24,36,464,0,24,26288,26288,21087,286,466,4449,0,IN,IN,1972,2,1
"SPOKANE, WASH",1974,1848,1848,1305,174,52,317,0,22,49721,49721,42469,3017,566,3668,0,WA,WA,1971,3,1
"SPRINGFIELD, ILL",1974,313,313,293,8,0,12,0,1,10379,10379,10101,128,0,150,0,IL,IL,Inf,-Inf,0
"SPRINGFIELD, MO",1974,1415,1415,889,36,22,468,0,35,26037,26037,20907,462,219,4450,0,MO,MO,Inf,-Inf,0
"SPRINGFIELD, OHIO",1974,357,357,291,6,12,48,0,7,7567,7567,6933,84,98,452,0,OH,OH,Inf,-Inf,0
"SPRINGFIELD-CHICOPEE-HOLYOKE, MASS-CONN",1974,2104,2104,1067,78,38,921,0,71,43874,43874,26530,907,914,15524,0,MA-CT,MA,1973,1,1
"STAMFORD, CONN",1974,688,688,304,34,19,331,0,21,25046,25046,16128,761,426,7731,0,CT,CT,1973,1,1
"STEUBENVILLE-WEIRTON, OHIO-WVA",1974,263,263,220,12,3,28,0,5,6579,6579,5880,180,105,414,0,OH-WV,OH,Inf,-Inf,0
"STOCKTON, CALIF",1974,3070,3030,1749,206,216,859,40,20,67652,66836,49660,3937,3361,9879,816,CA,CA,1970,4,1
"SYRACUSE, NY",1974,2427,2427,1588,48,28,763,0,26,52158,52158,38739,696,530,12193,0,NY,NY,1975,-1,0
"TACOMA, WASH",1974,4087,4087,1744,216,282,1845,0,123,70043,70043,45239,3682,3296,17827,0,WA,WA,1971,3,1
"TALLAHASSEE, FLA",1974,1223,1223,706,36,4,477,0,8,26617,26617,21102,325,49,5140,0,FL,FL,Inf,-Inf,0
"TAMPA-ST PETERSBURG, FLA",1974,13294,13294,6215,622,727,5730,0,409,230787,230787,135807,6937,10937,77106,0,FL,FL,Inf,-Inf,0
"TERRE HAUTE, IND",1974,76,76,66,10,0,0,0,0,1595,1595,1450,145,0,0,0,IN,IN,1972,2,1
"TEXARKANA, TEX-ARK",1974,1353,382,128,16,16,222,971,3,29145,5534,3111,278,240,1905,23611,TX-AR,TX,Inf,-Inf,0
"TOLEDO, OHIO-MICH",1974,3776,3776,2010,48,74,1644,0,59,70482,70482,50901,690,1340,17551,0,OH-MI,OH,Inf,-Inf,0
"TOPEKA, KANS",1974,668,668,607,10,27,24,0,1,17573,17573,16471,229,573,300,0,KS,KS,Inf,-Inf,0
"TRENTON, NJ",1974,645,645,533,16,0,96,0,1,21634,21634,20120,362,0,1152,0,NJ,NJ,1989,-15,0
"TUCSON, ARIZ",1974,6445,6045,3966,160,384,1535,400,122,149857,140287,98309,2638,8553,30788,9570,AZ,AZ,Inf,-Inf,0
"TULSA, OKLA",1974,4814,4814,2115,320,89,2290,0,316,77060,77060,45439,4247,1762,25612,0,OK,OK,Inf,-Inf,0
"TUSCALOOSA, ALA",1974,456,456,356,6,36,58,0,4,8171,8171,7284,63,424,400,0,AL,AL,Inf,-Inf,0
"TYLER, TEX",1974,676,676,234,12,0,430,0,6,14520,14520,8458,222,0,5840,0,TX,TX,Inf,-Inf,0
"UTICA-ROME, NY",1974,761,761,381,4,24,352,0,38,11209,11209,7162,58,272,3717,0,NY,NY,1975,-1,0
"VALLEJO-FAIRFIELD-NAPA, CALIF",1974,1466,1466,1323,16,29,98,0,13,43278,43278,40533,340,587,1818,0,CA,CA,1970,4,1
"VINELAND-MILLVILLE-BRIDGETON, NJ",1974,597,597,408,26,3,160,0,30,12181,12181,9816,345,20,2000,0,NJ,NJ,1989,-15,0
"WACO, TEX",1974,983,983,346,2,0,635,0,14,17122,17122,10521,35,0,6566,0,TX,TX,Inf,-Inf,0
"WASHINGTON, DC-MD-VA",1974,16887,15232,8651,4,316,6261,1655,155,391210,347262,236105,55,4869,106234,43947,DC-MD-VA,DC,1973,1,1
"WATERBURY, CONN",1974,964,964,555,20,11,378,0,32,20038,20038,14971,256,156,4655,0,CT,CT,1973,1,1
"WATERLOO-CEDAR FALLS, IOWA",1974,1254,1254,376,18,8,852,0,52,22284,22284,9794,321,157,12011,0,IA,IA,Inf,-Inf,0
"WEST PALM BEACH-BOCA RATON, FLA",1974,9464,9464,2065,312,979,6108,0,191,296451,296451,72860,5034,18600,199958,0,FL,FL,Inf,-Inf,0
"WHEELING, WVA-OHIO",1974,295,295,94,2,0,199,0,17,6023,6023,2700,22,0,3300,0,WV-OH,WV,Inf,-Inf,0
"WICHITA, KANS",1974,2025,2025,1174,92,60,699,0,53,45687,45687,32800,1802,1158,9927,0,KS,KS,Inf,-Inf,0
"WICHITA FALLS, TEX",1974,493,493,253,0,0,240,0,2,8001,8001,5701,0,0,2300,0,TX,TX,Inf,-Inf,0
"WILLIAMSPORT, PA",1974,342,342,205,2,0,135,0,4,6803,6803,5533,20,0,1250,0,PA,PA,Inf,-Inf,0
"WILMINGTON, DEL-NJ-MD",1974,2087,2087,1287,76,12,712,0,63,44594,44594,32433,594,171,11396,0,DEL-NJ-MD,DE,1973,1,1
"WILMINGTON, NC",1974,1097,1097,649,22,0,426,0,29,21406,21406,15327,370,0,5710,0,NC,NC,1971,3,1
"WORCESTER, MASS",1974,2402,2402,791,40,74,1497,0,57,43252,43252,20071,510,727,21945,0,MA,MA,1977,-3,0
"YAKIMA, WASH",1974,578,578,409,18,18,133,0,9,11451,11451,9621,325,252,1253,0,WA,WA,1971,3,1
"YORK, PA",1974,1754,1754,1450,4,42,258,0,26,41066,41066,38014,55,534,2463,0,PA,PA,Inf,-Inf,0
"YOUNGSTOWN-WARREN, OHIO",1974,2216,2216,1640,68,96,412,0,17,53285,53285,47279,1214,1378,3414,0,OH,OH,Inf,-Inf,0
"ABILENE, TEX",1975,404,404,364,24,0,16,0,1,13402,13402,12703,569,0,130,0,TX,TX,Inf,-Inf,0
"AKRON, OHIO",1975,2382,2382,1734,118,83,447,0,29,78543,78543,66878,2738,1646,7282,0,OH,OH,Inf,-Inf,0
"ALBANY, GA",1975,372,372,304,40,28,0,0,0,7762,7762,7117,447,198,0,0,GA,GA,1991,-16,0
"ALBANY-SCHENECTADY-TROY, NY",1975,1751,1751,1353,98,60,240,0,20,42813,42813,37661,1440,659,3053,0,NY,NY,1975,0,1
"ALBUQUERQUE, NMEX",1975,2323,2323,1616,32,87,588,0,40,70245,70245,61941,951,1293,6061,0,NM,NM,Inf,-Inf,0
"ALEXANDRIA, LA",1975,153,153,140,8,0,5,0,1,4343,4343,4236,66,0,40,0,LA,LA,Inf,-Inf,0
"ALLENTOWN-BETHLEHEM-EASTON, PA-NJ",1975,2324,2324,1888,76,55,305,0,16,60943,60943,55620,1238,1529,2557,0,PA-NJ,PA,1989,-14,0
"ALTOONA, PA",1975,335,335,194,0,8,133,0,9,5940,5940,4664,0,128,1148,0,PA,PA,Inf,-Inf,0
"AMARILLO, TEX",1975,1597,1597,976,42,40,539,0,9,41981,41981,34131,1392,763,5695,0,TX,TX,Inf,-Inf,0
"ANAHEIM-SANTA ANA-GARDEN GROVE, CALIF",1975,15428,15428,10131,372,1233,3692,0,373,555751,555751,442722,10823,29788,72418,0,CA,CA,1970,5,1
"ANCHORAGE, ALASKA",1975,1251,1251,151,134,207,759,0,49,33711,33711,7716,4257,5417,16320,0,AK,AK,Inf,-Inf,0
"ANDERSON, IND",1975,510,510,404,16,0,90,0,1,14752,14752,11409,243,0,3100,0,IN,IN,1972,3,1
"ANN ARBOR, MICH",1975,633,633,556,8,0,69,0,8,21405,21405,20165,154,0,1086,0,MI,MI,Inf,-Inf,0
"ANNISTON, ALA",1975,257,257,253,4,0,0,0,0,7032,7032,6997,35,0,0,0,AL,AL,Inf,-Inf,0
"APPLETON-OSHKOSH, WIS",1975,2053,2053,1250,264,52,487,0,40,44470,44470,34810,4063,590,5007,0,WI,WI,1972,3,1
"ASHEVILLE, NC",1975,170,120,110,10,0,0,50,0,4430,2734,2628,106,0,0,1695,NC,NC,1971,4,1
"ATLANTA, GA",1975,11506,11506,10636,90,16,764,0,44,294645,294645,283020,1115,295,10215,0,GA,GA,1991,-16,0
"ATLANTIC CITY, NJ",1975,1045,1045,764,8,0,273,0,2,21315,21315,17210,165,0,3941,0,NJ,NJ,1989,-14,0
